id,中文,zh-CN
2005479harm_desc,"       Francisco Burzi PHP-Nuke 7.9中存在多个SQL注入漏洞。远程攻击者可以借助modules/Advertising/admin/index.php中的clickurl参数，执行任意的SQL指令。","Francisco Burzi PHP-Nuke 7.9中存在多个SQL注入漏洞。远程攻击者可以借助modules/Advertising/admin/index.php中的clickurl参数，执行任意的SQL指令。"
2005479suggest,"建议web服务器把uri中包含modules/Advertising/admin/index.php并带有clickurl参数的请求给过滤了。
",建议web服务器把uri中包含modules/Advertising/admin/index.php并带有clickurl参数的请求给过滤了。
2005485name,"检测 Francisco Burzi PHP-Nuke SQL注入攻击","检测 Francisco Burzi PHP-Nuke SQL注入攻击"
2005485desc,"如果在请求行 查找到/modules/Advertising/admin/index.php并带有可SQL注入的参数ad_code则规则匹配，拦截并设置参数","如果在请求行 查找到/modules/Advertising/admin/index.php并带有可SQL注入的参数ad_code则规则匹配，拦截并设置参数"
2005485harm_desc,"       Francisco Burzi PHP-Nuke 7.9中存在多个SQL注入漏洞。远程攻击者可以借助modules/Advertising/admin/index.php中的ad_code参数，执行任意的SQL指令。","Francisco Burzi PHP-Nuke 7.9中存在多个SQL注入漏洞。远程攻击者可以借助modules/Advertising/admin/index.php中的ad_code参数，执行任意的SQL指令。"
2005485suggest,"建议web服务器把uri中包含modules/Advertising/admin/index.php并带有ad_code参数的请求给过滤了。
",建议web服务器把uri中包含modules/Advertising/admin/index.php并带有ad_code参数的请求给过滤了。
2005492name,"检测 Francisco Burzi PHP-Nuke SQL注入攻击","检测 Francisco Burzi PHP-Nuke SQL注入攻击"
2005492desc,"如果在请求行 查找到/modules/Advertising/admin/index.php并带有可SQL注入的参数position则规则匹配，拦截并设置参数","如果在请求行 查找到/modules/Advertising/admin/index.php并带有可SQL注入的参数position则规则匹配，拦截并设置参数"
2005492harm_desc,"       Francisco Burzi PHP-Nuke 7.9中存在多个SQL注入漏洞。远程攻击者可以借助modules/Advertising/admin/index.php中的position参数，执行任意的SQL指令。","Francisco Burzi PHP-Nuke 7.9中存在多个SQL注入漏洞。远程攻击者可以借助modules/Advertising/admin/index.php中的position参数，执行任意的SQL指令。"
2005492suggest,"建议web服务器把uri中包含modules/Advertising/admin/index.php并带有position参数的请求给过滤了。
",建议web服务器把uri中包含modules/Advertising/admin/index.php并带有position参数的请求给过滤了。
2005498name,"检测  Virtuemart SQL注入攻击","检测  Virtuemart SQL注入攻击"
2005498desc,"如果在请求行 查找到/virtuemart_parser.php并带有可SQL注入的参数Itemid则规则匹配，拦截并设置参数","如果在请求行 查找到/virtuemart_parser.php并带有可SQL注入的参数Itemid则规则匹配，拦截并设置参数"
2005498harm_desc," Virtuemart 1.0.7版本中存在SQL注入漏洞。远程攻击者可以借助未明向量，执行任意的SQL指令。这些漏洞可能与在virtuemart_parser.php中被处理的(1)Itemid,(2)product_id和category_id参数有关。","Virtuemart 1.0.7版本中存在SQL注入漏洞。远程攻击者可以借助未明向量，执行任意的SQL指令。这些漏洞可能与在virtuemart_parser.php中被处理的(1)Itemid,(2)product_id和category_id参数有关。"
2005498suggest,"建议web服务器把uri中包含virtuemart_parser.php并带有Itemid参数的请求给过滤了。
",建议web服务器把uri中包含virtuemart_parser.php并带有Itemid参数的请求给过滤了。
2005504name,"检测 Virtuemart SQL注入攻击","检测 Virtuemart SQL注入攻击"
2005504desc,"如果在请求行 查找到/virtuemart_parser.php并带有可SQL注入的参数product_id则规则匹配，拦截并设置参数","如果在请求行 查找到/virtuemart_parser.php并带有可SQL注入的参数product_id则规则匹配，拦截并设置参数"
2005504harm_desc," Virtuemart 1.0.7版本中存在SQL注入漏洞。远程攻击者可以借助未明向量，执行任意的SQL指令。这些漏洞可能与在virtuemart_parser.php中被处理的(1)Itemid,(2)product_id和category_id参数有关。","Virtuemart 1.0.7版本中存在SQL注入漏洞。远程攻击者可以借助未明向量，执行任意的SQL指令。这些漏洞可能与在virtuemart_parser.php中被处理的(1)Itemid,(2)product_id和category_id参数有关。"
2005504suggest,"建议web服务器把uri中包含virtuemart_parser.php并带有product_id参数的请求给过滤了。
",建议web服务器把uri中包含virtuemart_parser.php并带有product_id参数的请求给过滤了。
2005510name,"检测 Virtuemart SQL注入攻击","检测 Virtuemart SQL注入攻击"
2005510desc,"如果在请求行 查找到/virtuemart_parser.php且带有可SQL注入的参数sort则规则匹配，拦截并设置参数","如果在请求行 查找到/virtuemart_parser.php且带有可SQL注入的参数sort则规则匹配，拦截并设置参数"
2005510harm_desc," Virtuemart 1.0.7版本中存在SQL注入漏洞。远程攻击者可以借助未明向量，执行任意的SQL指令。这些漏洞可能与在virtuemart_parser.php中被处理的(1)Itemid,(2)product_id和category_id参数有关。","Virtuemart 1.0.7版本中存在SQL注入漏洞。远程攻击者可以借助未明向量，执行任意的SQL指令。这些漏洞可能与在virtuemart_parser.php中被处理的(1)Itemid,(2)product_id和category_id参数有关。"
2005510suggest,"建议web服务器把uri中包含virtuemart_parser.php并带有category_id参数的请求给过滤了。
",建议web服务器把uri中包含virtuemart_parser.php并带有category_id参数的请求给过滤了。
2005517name,"检测 MGB OpenSource Guestbook SQL注入攻击","检测 MGB OpenSource Guestbook SQL注入攻击"
2005517desc,"如果在请求行 查找到/email.php并带有可SQL注入的参数id则规则匹配，拦截并设置参数","如果在请求行 查找到/email.php并带有可SQL注入的参数id则规则匹配，拦截并设置参数"
2005517harm_desc," MGB OpenSource Guestbook 0.5.4.5及之前版本的email.php中存在SQL注入漏洞。远程攻击者可以id参数，执行任意的SQL指令。","MGB OpenSource Guestbook 0.5.4.5及之前版本的email.php中存在SQL注入漏洞。远程攻击者可以id参数，执行任意的SQL指令。"
2005517suggest,"建议web服务器把uri中包含/email.php并带有id参数的请求给过滤了。
",建议web服务器把uri中包含/email.php并带有id参数的请求给过滤了。
2005523name,"检测 SmE FileMailer SQL注入攻击","检测 SmE FileMailer SQL注入攻击"
2005523desc,"如果在请求行 查找到 /index.php并带有可SQL注入的参数ps则规则匹配，拦截并设置参数","如果在请求行 查找到 /index.php并带有可SQL注入的参数ps则规则匹配，拦截并设置参数"
2005523harm_desc,"      SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。","SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。"
2005523suggest,"建议web服务器把uri中包含/index.php并带有ps参数的请求给过滤了。
",建议web服务器把uri中包含/index.php并带有ps参数的请求给过滤了。
2005529name,"检测 SmE FileMailer SQL注入攻击","检测 SmE FileMailer SQL注入攻击"
2005529desc,"如果在请求行 查找到/index.php并带有可SQL注入的参数us则规则匹配，拦截并设置参数","如果在请求行 查找到/index.php并带有可SQL注入的参数us则规则匹配，拦截并设置参数"
2005529harm_desc,"      SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。","SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。"
2005529suggest,"建议web服务器把uri中包含/index.php并带有us参数的请求给过滤了。
",建议web服务器把uri中包含/index.php并带有us参数的请求给过滤了。
2005535name,"检测 SmE FileMailer SQL注入攻击","检测 SmE FileMailer SQL注入攻击"
2005535desc,"如果在请求行 查找到/index.php并带有可SQL注入的参数f则规则匹配，拦截并设置参数","如果在请求行 查找到/index.php并带有可SQL注入的参数f则规则匹配，拦截并设置参数"
2005535harm_desc,"      SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。","SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。"
2005535suggest,"建议web服务器把uri中包含/index.php并带有f参数的请求给过滤了。
",建议web服务器把uri中包含/index.php并带有f参数的请求给过滤了。
2005541name,"检测SmE FileMailer SQL注入攻击","检测SmE FileMailer SQL注入攻击"
2005541desc,"如果在请求行 查找到/index.php并带有可SQL注入的参数code则规则匹配，拦截并设置参数","如果在请求行 查找到/index.php并带有可SQL注入的参数code则规则匹配，拦截并设置参数"
2005541harm_desc,"      SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。","SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。"
2005541suggest,"建议web服务器把uri中包含/index.php并带有code参数的请求给过滤了。
",建议web服务器把uri中包含/index.php并带有code参数的请求给过滤了。
2005547name,"检测 SmE FileMailer SQL注入攻击","检测 SmE FileMailer SQL注入攻击"
2005547desc,"如果在请求行 查找到/dl.php并带有可SQL注入的参数code则规则匹配，拦截并设置参数","如果在请求行 查找到/dl.php并带有可SQL注入的参数code则规则匹配，拦截并设置参数"
2005547harm_desc,"      SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。","SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。"
2005547suggest,"建议web服务器把uri中包含/dl.php并带有code参数的请求给过滤了。
",建议web服务器把uri中包含/dl.php并带有code参数的请求给过滤了。
2005553name,"检测  SmE FileMailer SQL注入攻击","检测  SmE FileMailer SQL注入攻击"
2005553desc,"如果在请求行 查找到/dl.php并带有可SQL注入的参数f则规则匹配，拦截并设置参数","如果在请求行 查找到/dl.php并带有可SQL注入的参数f则规则匹配，拦截并设置参数"
2005553harm_desc,"      SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。","SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。"
2005553suggest,"建议web服务器把uri中包含/dl.php并带有f参数的请求给过滤了。
",建议web服务器把uri中包含/dl.php并带有f参数的请求给过滤了。
2005559name,"检测 SmE FileMailer SQL注入攻击","检测 SmE FileMailer SQL注入攻击"
2005559desc,"如果在请求行 查找到/dl.php并带有可SQL注入的参数us则规则匹配，拦截并设置参数","如果在请求行 查找到/dl.php并带有可SQL注入的参数us则规则匹配，拦截并设置参数"
2005559harm_desc,"      SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。","SmE FileMailer 1.21及之前版本的(a)index.php和(b)dl.php中存在多个SQL注入漏洞。远程攻击者可以借助(1)ps,(2)us,(3)f或(4)代码参数，执行任意的SQL指令。"
