id,中文,中文
2009418harm_desc,"Blogplus 1.0版本存在多个目录遍历漏洞。远程攻击者可以借助到includes/block_center_down.php的(1)row_mysql_blocks_center_down[file]参数、到block_center_top.php的(2)row_mysql_blocks_center_top[file] includes/参数、到includes/block_left.php的(3)row_mysql_blocks_left[file]参数、到includes/block_right.php的(4)row_mysql_blocks_right[file]参数以及到(5)includes/window_down.php和 
        (6)includes/window_top.php的row_mysql_bloginfo[theme]参数(参数值设置为'..')，包含和运行任意的本地文件。","Blogplus 1.0版本存在多个目录遍历漏洞。远程攻击者可以借助到includes/block_center_down.php的(1)row_mysql_blocks_center_down[file]参数、到block_center_top.php的(2)row_mysql_blocks_center_top[file] includes/参数、到includes/block_left.php的(3)row_mysql_blocks_left[file]参数、到includes/block_right.php的(4)row_mysql_blocks_right[file]参数以及到(5)includes/window_down.php和 
        (6)includes/window_top.php的row_mysql_bloginfo[theme]参数(参数值设置为'..')，包含和运行任意的本地文件。"
2009418suggest,建议web服务器把包含/block_right.php，row_mysql_blocks_right[file]参数带有../的请求给过滤了。,建议web服务器把包含/block_right.php，row_mysql_blocks_right[file]参数带有../的请求给过滤了。
2009420name, Blogplus block_left.php 与本地文件捆绑, Blogplus block_left.php 与本地文件捆绑
2009420harm_desc,"Blogplus 1.0版本存在多个目录遍历漏洞。远程攻击者可以借助到includes/block_center_down.php的(1)row_mysql_blocks_center_down[file]参数、到block_center_top.php的(2)row_mysql_blocks_center_top[file] includes/参数、到includes/block_left.php的(3)row_mysql_blocks_left[file]参数、到includes/block_right.php的(4)row_mysql_blocks_right[file]参数以及到(5)includes/window_down.php和 
        (6)includes/window_top.php的row_mysql_bloginfo[theme]参数(参数值设置为'..')，包含和运行任意的本地文件","Blogplus 1.0版本存在多个目录遍历漏洞。远程攻击者可以借助到includes/block_center_down.php的(1)row_mysql_blocks_center_down[file]参数、到block_center_top.php的(2)row_mysql_blocks_center_top[file] includes/参数、到includes/block_left.php的(3)row_mysql_blocks_left[file]参数、到includes/block_right.php的(4)row_mysql_blocks_right[file]参数以及到(5)includes/window_down.php和 
        (6)includes/window_top.php的row_mysql_bloginfo[theme]参数(参数值设置为'..')，包含和运行任意的本地文件"
2009420suggest,建议web服务器把包含 /window_down.php"，row_mysql_bloginfo[theme] 参数带有../的请求给过滤了。,建议web服务器把包含 /window_down.php"，row_mysql_bloginfo[theme] 参数带有../的请求给过滤了。
2009421name, Blogplus block_right.php 与本地文件捆绑, Blogplus block_right.php 与本地文件捆绑
2009421harm_desc,"Blogplus 1.0版本存在多个目录遍历漏洞。远程攻击者可以借助到includes/block_center_down.php的(1)row_mysql_blocks_center_down[file]参数、到block_center_top.php的(2)row_mysql_blocks_center_top[file] includes/参数、到includes/block_left.php的(3)row_mysql_blocks_left[file]参数、到includes/block_right.php的(4)row_mysql_blocks_right[file]参数以及到(5)includes/window_down.php和 
        (6)includes/window_top.php的row_mysql_bloginfo[theme]参数(参数值设置为'..')，包含和运行任意的本地文件","Blogplus 1.0版本存在多个目录遍历漏洞。远程攻击者可以借助到includes/block_center_down.php的(1)row_mysql_blocks_center_down[file]参数、到block_center_top.php的(2)row_mysql_blocks_center_top[file] includes/参数、到includes/block_left.php的(3)row_mysql_blocks_left[file]参数、到includes/block_right.php的(4)row_mysql_blocks_right[file]参数以及到(5)includes/window_down.php和 
        (6)includes/window_top.php的row_mysql_bloginfo[theme]参数(参数值设置为'..')，包含和运行任意的本地文件"
2009421suggest,建议web服务器把包含/window_top.php，row_mysql_bloginfo[theme] 参数带有../的请求给过滤了。,建议web服务器把包含/window_top.php，row_mysql_bloginfo[theme] 参数带有../的请求给过滤了。
2009422name,  Blogplus window_down.php 与本地文件捆绑,  Blogplus window_down.php 与本地文件捆绑
2009422harm_desc,   Quate Grape Web Statistics 0.2a的includes/functions.php中的PHP远程文件包含漏洞。远程攻击者通过定位参数的一个URL来执行任意PHP代码。,   Quate Grape Web Statistics 0.2a的includes/functions.php中的PHP远程文件包含漏洞。远程攻击者通过定位参数的一个URL来执行任意PHP代码。
2009422suggest,建议web服务器把包含/functions.php，location参数带有../的请求给过滤了。,建议web服务器把包含/functions.php，location参数带有../的请求给过滤了。
2009423name, Blogplus window_top.php 与本地文件捆绑, Blogplus window_top.php 与本地文件捆绑
2009423harm_desc,        ExBB Italia 0.22 版本以及之前的modules/threadstop/threadstop.php存在目录遍历漏洞。当register_globals启用，并且magic_quotes_gpc设置被禁用时，远程攻击者能借助exbb[default_lang]参数的模糊查询，攻击并执行任意的本地文件。,        ExBB Italia 0.22 版本以及之前的modules/threadstop/threadstop.php存在目录遍历漏洞。当register_globals启用，并且magic_quotes_gpc设置被禁用时，远程攻击者能借助exbb[default_lang]参数的模糊查询，攻击并执行任意的本地文件。
2009423suggest,建议web服务器把包含/threadstop/threadstop.php，exbb[default_lang]参数带有../的请求给过滤了。,建议web服务器把包含/threadstop/threadstop.php，exbb[default_lang]参数带有../的请求给过滤了。
2009427name,  Grape Web Statistics functions.php location 存在参数与远程文件捆绑尝试,  Grape Web Statistics functions.php location 存在参数与远程文件捆绑尝试
2009427harm_desc,CAT2版本存在多个目录遍历漏洞。远程攻击者可以借助到spaw_control.class.php的spaw_root参数(参数值设置为'..')，包含和运行任意的本地文件,CAT2版本存在多个目录遍历漏洞。远程攻击者可以借助到spaw_control.class.php的spaw_root参数(参数值设置为'..')，包含和运行任意的本地文件
2009427suggest,建议web服务器把包含/spaw_control.class.php，spaw_root参数带有../的请求给过滤了。,建议web服务器把包含/spaw_control.class.php，spaw_root参数带有../的请求给过滤了。
2009428name, ExBB threadstop.php exbb参数与本地文件捆绑, ExBB threadstop.php exbb参数与本地文件捆绑
2009428harm_desc,Make our Life Easy (Mole) 2.1.0的viewsource.php中存在多个目录遍历漏洞。远程攻击者通过在(1) dirn 和(2) fname参数中的目录遍历序列来读取任意文件。,Make our Life Easy (Mole) 2.1.0的viewsource.php中存在多个目录遍历漏洞。远程攻击者通过在(1) dirn 和(2) fname参数中的目录遍历序列来读取任意文件。
2009428suggest,建议web服务器把包含/viewsource.php，fname参数带有../的请求给过滤了。,建议web服务器把包含/viewsource.php，fname参数带有../的请求给过滤了。
2009429name, CAT2 spaw_control.class.php spaw_root参数与本地文件捆绑, CAT2 spaw_control.class.php spaw_root参数与本地文件捆绑
2009429harm_desc,Newanz NewsOffice 1.0 和 1.1的news_show.php中存在PHP远程文件包含漏洞。在register_globals被激活时，远程攻击者通过newsoffice_directory参数中的一个URL来执行任意PHP代码,Newanz NewsOffice 1.0 和 1.1的news_show.php中存在PHP远程文件包含漏洞。在register_globals被激活时，远程攻击者通过newsoffice_directory参数中的一个URL来执行任意PHP代码
2009429suggest,建议web服务器把包含/news_show.php，newsoffice_directory参数带有../的请求给过滤了。,建议web服务器把包含/news_show.php，newsoffice_directory参数带有../的请求给过滤了。
2009430name, Mole viewsource.php fname参数与本地文件捆绑, Mole viewsource.php fname参数与本地文件捆绑
2009430harm_desc,   Newanz NewsOffice 1.0 和 1.1的news_show.php中存在PHP远程文件包含漏洞。在register_globals被激活时，远程攻击者通过newsoffice_directory参数中的一个URL来执行任意PHP代码。,   Newanz NewsOffice 1.0 和 1.1的news_show.php中存在PHP远程文件包含漏洞。在register_globals被激活时，远程攻击者通过newsoffice_directory参数中的一个URL来执行任意PHP代码。
2009430suggest,建议web服务器把包含/news_show.php，newsoffice_directory参数带有../的请求给过滤了。,建议web服务器把包含/news_show.php，newsoffice_directory参数带有../的请求给过滤了。
2009431name,  NewsOffice news_show.php newsoffice_directory参数与本地文件捆绑,  NewsOffice news_show.php newsoffice_directory参数与本地文件捆绑
2009431harm_desc,"  e107 123 Flash Chat 6.8.0模块的123flashchat.php中存在PHP远程文件包含漏洞,当register_globals被激活的时候,远程攻击者通过e107path参数执行任意PHP代码","  e107 123 Flash Chat 6.8.0模块的123flashchat.php中存在PHP远程文件包含漏洞,当register_globals被激活的时候,远程攻击者通过e107path参数执行任意PHP代码"
2009431suggest,"建议在web服务器把访问/123flashchat.php且存在inc_ordner参数的请求给过滤了
","建议在web服务器把访问/123flashchat.php且存在inc_ordner参数的请求给过滤了
"
2009432name,  NewsOffice news_show.php newsoffice_directory 存在参数与远程文件捆绑尝试,  NewsOffice news_show.php newsoffice_directory 存在参数与远程文件捆绑尝试
2009432harm_desc,"  e107 123 Flash Chat 6.8.0模块的123flashchat.php中存在PHP远程文件包含漏洞,当register_globals被激活的时候,远程攻击者通过e107path参数执行任意PHP代码。","  e107 123 Flash Chat 6.8.0模块的123flashchat.php中存在PHP远程文件包含漏洞,当register_globals被激活的时候,远程攻击者通过e107path参数执行任意PHP代码。"
2009432suggest,建议web服务器把包含/123flashchat.php，e107path参数带有../的请求给过滤了。,建议web服务器把包含/123flashchat.php，e107path参数带有../的请求给过滤了。
2009435name,  e107 123 FlashChat Module 123flashchat.php e107path 存在参数与远程文件捆绑尝试,  e107 123 FlashChat Module 123flashchat.php e107path 存在参数与远程文件捆绑尝试
2009435harm_desc,Make our Life Easy (Mole) 2.1.0的viewsource.php中存在多个目录遍历漏洞。远程攻击者通过在(1) dirn 和(2) fname参数中的目录遍历序列来读取任意文件。,Make our Life Easy (Mole) 2.1.0的viewsource.php中存在多个目录遍历漏洞。远程攻击者通过在(1) dirn 和(2) fname参数中的目录遍历序列来读取任意文件。
2009435suggest,建议web服务器把包含reflect_base，dirn参数带有../的请求给过滤了。,建议web服务器把包含reflect_base，dirn参数带有../的请求给过滤了。
2009436name,  e107 123 FlashChat Module 123flashchat.php e107path参数与本地文件捆绑,  e107 123 FlashChat Module 123flashchat.php e107path参数与本地文件捆绑
2009436harm_desc,Orlando CMS 0.6存在多个PHP远程文件包含漏洞，远程攻击者通过对(1) modules/core/logger/init.php 和 (2) AJAX/newscat.php的GLOBALS[preloc]参数中的一个URL来执行任意PHP代码。,Orlando CMS 0.6存在多个PHP远程文件包含漏洞，远程攻击者通过对(1) modules/core/logger/init.php 和 (2) AJAX/newscat.php的GLOBALS[preloc]参数中的一个URL来执行任意PHP代码。
2009436suggest,"建议在web服务器把访问/modules/core/logger/init.php且存在GLOBALS[preloc]参数的请求给过滤了
","建议在web服务器把访问/modules/core/logger/init.php且存在GLOBALS[preloc]参数的请求给过滤了
"
2009437name, Mole viewsource.php dirn参数与本地文件捆绑, Mole viewsource.php dirn参数与本地文件捆绑
2009437harm_desc,Orlando CMS 0.6存在多个PHP远程文件包含漏洞，远程攻击者通过对(1) modules/core/logger/init.php 和 (2) AJAX/newscat.php的GLOBALS[preloc]参数中的一个URL来执行任意PHP代码。,Orlando CMS 0.6存在多个PHP远程文件包含漏洞，远程攻击者通过对(1) modules/core/logger/init.php 和 (2) AJAX/newscat.php的GLOBALS[preloc]参数中的一个URL来执行任意PHP代码。
2009437suggest,"建议在web服务器把访问/newscat.php且存在GLOBALS[preloc]参数的请求给过滤了
","建议在web服务器把访问/newscat.php且存在GLOBALS[preloc]参数的请求给过滤了
"
2009459name,  Orlando CMS classes init.php GLOBALS 存在参数与远程文件捆绑尝试,  Orlando CMS classes init.php GLOBALS 存在参数与远程文件捆绑尝试
2009459harm_desc,  Orlando CMS 0.6存在多个PHP远程文件包含漏洞，远程攻击者通过对(1) modules/core/logger/init.php 和 (2) AJAX/newscat.php的GLOBALS[preloc]参数中的一个URL来执行任意PHP代码。,  Orlando CMS 0.6存在多个PHP远程文件包含漏洞，远程攻击者通过对(1) modules/core/logger/init.php 和 (2) AJAX/newscat.php的GLOBALS[preloc]参数中的一个URL来执行任意PHP代码。
