id,中文,en-US
2007293desc,"如果在请求行 查找到/users.php并带有可SQL注入的参数id则规则匹配，拦截并设置参数","If the /users.php and a 'id' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
2007293harm_desc,"       Neocrome Seditio 1.10及更早版本中的system/core/users/users.profile.inc.php存在SQL注入漏洞，远程认证用户可以通过一个传给users.php的以有效文件名开始的双url编码id参数来执行任意SQL命令，如通过在""default.gif""之后跟随一个编码NULL和' (撇号)(%2500%2527)。","The system/core/users/users.profile.inc.php in Neocrome Seditio 1.10 and earlier is prone to SQL injection vulnerability. Remote authentication users can exploit this issue to execute arbitrary SQL commands via a double url encoding id parameter that beginning with a valid filename to users.php, such as by following an encoded NULL and '(single quotes) after ""default.gif""(%2500%2527)."
2007293suggest,"建议web服务器把uri中包含users.php并带有id参数的请求给过滤了。
","It is recommended that web server should filter the requests that contain users.php and the id parameter in uri."
2007299name,"检测 Doug Luxem Liberum Help Desk SQL注入攻击","Doug Luxem Liberum Help Desk SQL Injection Attempt Detection"
2007299desc,"如果在请求行 查找到/inout/status.asp并带有可SQL注入的参数id则规则匹配，拦截并设置参数","If the /inout/status.asp and a 'id' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
2007299harm_desc,"       Doug Luxem Liberum Help Desk中存在多个SQL注入漏洞，远程攻击者可以通过传给inout/status.asp的id参数来执行任意SQL命令。","Doug Luxem Liberum Help Desk is prone to multiple SQL injection vulnerabilities. Remote attackers can exploit these issues to execute arbitrary SQL commands via the id parameter to inout/status.asp."
2007299suggest,"建议web服务器把uri中包含/inout/status.asp并带有id参数的请求给过滤了。
","It is recommended that web server should filter the requests that contain /inout/status.asp and the id parameter in uri."
2007305name,"检测  Doug Luxem Liberum Help Desk SQL注入攻击","Doug Luxem Liberum Help Desk SQL Injection Attempt Detection"
2007305desc,"如果在请求行 查找到/inout/update.asp并带有可SQL注入的参数id则规则匹配，拦截并设置参数","If the /inout/update.asp and a 'id' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
2007305harm_desc,"       Doug Luxem Liberum Help Desk中存在多个SQL注入漏洞，远程攻击者可以通过传给inout/update.asp的id参数来执行任意SQL命令。","Doug Luxem Liberum Help Desk is prone to multiple SQL injection vulnerabilities. Remote attackers can exploit these issues to execute arbitrary SQL commands via the id parameter to inout/update.asp."
2007305suggest,"建议web服务器把uri中包含/inout/update.asp并带有id参数的请求给过滤了。
","It is recommended that web server should filter the requests that contain /inout/update.asp and the id parameter in uri."
2007311name,"检测 Doug Luxem Liberum Help Desk SQL注入攻击","Doug Luxem Liberum Help Desk SQL Injection Attempt Detection"
2007311desc,"如果在请求行 查找到/forgotpass.asp并带有可SQL注入的参数id则规则匹配，拦截并设置参数","If the /forgotpass.asp and a 'id' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
2007311harm_desc,"       Doug Luxem Liberum Help Desk中存在多个SQL注入漏洞，远程攻击者可以通过传给forgotpass.asp的id参数来执行任意SQL命令。","Doug Luxem Liberum Help Desk is prone to multiple SQL injection vulnerabilities. Remote attackers can exploit these issues to execute arbitrary SQL commands via the id parameter to forgotpass.asp."
2007311suggest,"建议web服务器把uri中包含/forgotpass.asp并带有id参数的请求给过滤了。
","It is recommended that web server should filter the requests that contain /forgotpass.asp and the id parameter in uri."
2007317name,"检测 Doug Luxem Liberum Help Desk SQL注入攻击","Doug Luxem Liberum Help Desk SQL Injection Attempt Detection"
2007317desc,"如果在请求行 查找到/forgotpass.asp并带有可SQL注入的参数uid则规则匹配，拦截并设置参数","If the /forgotpass.asp and a 'uid' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
2007317harm_desc," Doug Luxem Liberum Help Desk中存在多个SQL注入漏洞，远程攻击者可以通过传给forgotpass.asp的uid参数来执行任意SQL命令。","Doug Luxem Liberum Help Desk is prone to multiple SQL injection vulnerabilities. Remote attackers can exploit these issues to execute arbitrary SQL commands via the uid parameter to forgotpass.asp."
2007317suggest,"建议web服务器把uri中包含/forgotpass.asp并带有uid参数的请求给过滤了。
","It is recommended that web server should filter the requests that contain /forgotpass.asp and the uid parameter in uri."
2007323name,"检测 Doug Luxem Liberum Help Desk SQL注入攻击","Doug Luxem Liberum Help Desk SQL Injection Attempt Detection"
2007323desc,"如果在请求行 查找到/inout/update.asp并带有可SQL注入的参数uid则规则匹配，拦截并设置参数","If the /inout/update.asp and a 'uid' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
2007323harm_desc,"       Doug Luxem Liberum Help Desk中存在多个SQL注入漏洞，远程攻击者可以通过传给inout/update.asp的uid参数来执行任意SQL命令。","Doug Luxem Liberum Help Desk is prone to multiple SQL injection vulnerabilities. Remote attackers can exploit these issues to execute arbitrary SQL commands via the uid parameter to inout/update.asp."
2007323suggest,"建议web服务器把uri中包含/inout/update.asp并带有uid参数的请求给过滤了。
","It is recommended that web server should filter the requests that contain /inout/update.asp and the uid parameter in uri."
2007329name,"检测 Doug Luxem Liberum Help Desk SQL注入攻击","Doug Luxem Liberum Help Desk SQL Injection Attempt Detection"
2007329desc,"如果在请求行 查找到/inout/status.asp并带有可SQL注入的参数uid则规则匹配，拦截并设置参数","If the /inout/status.asp and a 'uid' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
2007329harm_desc,"       Doug Luxem Liberum Help Desk中存在多个SQL注入漏洞，远程攻击者可以通过传给inout/status.asp的uid参数来执行任意SQL命令。","Doug Luxem Liberum Help Desk is prone to multiple SQL injection vulnerabilities. Remote attackers can exploit these issues to execute arbitrary SQL commands via the uid parameter to inout/status.asp."
2007329suggest,"建议web服务器把uri中包含/inout/status.asp并带有uid参数的请求给过滤了。
","It is recommended that web server should filter the requests that contain /inout/status.asp and the uid parameter in uri."
2007335name,"检测  Doug Luxem Liberum Help Desk SQL注入攻击","Doug Luxem Liberum Help Desk SQL Injection Attempt Detection"
2007335desc,"如果在请求行 查找到/details.asp并带有可SQL注入的参数id则规则匹配，拦截并设置参数","If the /details.asp and a 'id' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
2007335harm_desc,"   Doug Luxem Liberum Help Desk 的details.asp中存在SQL注入漏洞，远程攻击者可借助id参数执行任意SQL命令。","The details.asp in Doug Luxem Liberum Help Desk is prone to SQL injection vulnerability. Remote attackers can exploit this issue to execute arbitrary SQL commands via the id parameter."
2007335suggest,"建议web服务器把uri中包含 /details.asp并带有id参数的请求给过滤了。
","It is recommended that web server should filter the requests that contain /details.asp and the id parameter in uri."
2007341name,"检测 ContentNow SQL注入攻击","ContentNow SQL Injection Attempt Detection"
2007341desc,"如果在请求行 查找到/index.php并带有可SQL注入的参数pageid则规则匹配，拦截并设置参数","If the /index.php and a 'pageid' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
2007341harm_desc,"       ContentNow的index.php中存在SQL注入漏洞，远程攻击者可通过pageid参数执行任意SQL命令。","The index.php in ContentNow is prone to SQL injection vulnerability. Remote attackers can exploit this issue to execute arbitrary SQL commands via the pageid parameter."
2007341suggest,"建议web服务器把uri中包含/index.php并带有pageid参数的请求给过滤了。
","It is recommended that web server should filter the requests that contain /index.php and the pageid parameter in uri."
2007349name,"检测 JiRos FAQ Manager SQL注入攻击","JiRos FAQ Manager SQL Injection Attempt Detection"
2007349desc,"如果在请求行 查找到/index.asp并带有可SQL注入的参数tID则规则匹配，拦截并设置参数","If the /index.asp and a 'tID' parameter being vulnerable to SQL attack are found in the request line, it means rules mathcing. Block the request and set relevant parameters."
